,Time_Iter,Outer_Iter,Inner_Iter,Cur_Time,Time_Step,Time(sec),rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],CD,CL,CSF,CMx,CMy,CMz,CFx,CFy,CFz,CEff,plunge(airfoil),pitch(airfoil)
0,72,0,99,0.001745329,0.001745329,1.631927113,-6.585802256,-3.585013364,-3.994673715,-0.568122841,5.6e-05,-0.053551183,0,0,0,-0.046048134,5.6e-05,-0.053551183,0,-956.5860111,0.000340469,-4.49e-05
1,73,0,99,0.003490659,0.001745329,1.660632254,-6.943357795,-3.636449027,-4.295889785,-0.809490606,4.23e-05,-0.038580191,0,0,0,-0.029518596,4.23e-05,-0.038580191,0,-912.6816446,0.001187326,-0.000178203
2,74,0,99,0.005235988,0.001745329,1.514637653,-7.522643556,-4.016006076,-4.829261337,-1.302164884,4.43e-05,-0.036256162,0,0,0,-0.027482971,4.43e-05,-0.036256162,0,-818.8550439,0.002334999,-0.000284164
3,75,0,99,0.006981317,0.001745329,1.584108833,-7.645886376,-3.948099928,-4.782561248,-1.249412446,3.27e-05,-0.03256489,0,0,0,-0.02441251,3.27e-05,-0.03256489,0,-996.2898276,0.003415495,-0.000181045
4,76,0,99,0.008726646,0.001745329,1.508402087,-7.461804572,-3.674780001,-4.517531938,-0.987197169,2.28e-05,-0.027467067,0,0,0,-0.020177021,2.28e-05,-0.027467067,0,-1206.503899,0.004159783,0.000245757
5,77,0,99,0.010471976,0.001745329,1.6899874,-7.335753674,-3.48895699,-4.339483887,-0.806849657,2.15e-05,-0.021543412,0,0,0,-0.015376615,2.15e-05,-0.021543412,0,-1001.54666,0.00454203,0.000970766
6,78,0,99,0.012217305,0.001745329,1.775244735,-7.278196155,-3.39771207,-4.252806802,-0.71804326,2.78e-05,-0.015500601,0,0,0,-0.010690303,2.78e-05,-0.015500601,0,-558.3952381,0.004756361,0.001845279
7,79,0,99,0.013962634,0.001745329,1.712905596,-7.277928876,-3.374893182,-4.232444924,-0.696640874,3.78e-05,-0.010083781,0,0,0,-0.006733396,3.78e-05,-0.010083781,0,-266.7433121,0.005072905,0.002679185
8,80,0,99,0.015707963,0.001745329,1.818391286,-7.321012197,-3.40679547,-4.26509913,-0.729397541,4.75e-05,-0.005811177,0,0,0,-0.003817602,4.75e-05,-0.005811177,0,-122.2809837,0.00567347,0.003333095
9,81,0,99,0.017453293,0.001745329,1.720630932,-7.403096371,-3.489432436,-4.347606477,-0.812559386,5.4e-05,-0.002731444,0,0,0,-0.00181205,5.4e-05,-0.002731444,0,-50.61788189,0.006558268,0.003770657
10,82,0,99,0.019198622,0.001745329,1.584125449,-7.523724736,-3.616733061,-4.474864166,-0.940321117,5.7e-05,-0.000466538,0,0,0,-0.000283582,5.7e-05,-0.000466538,0,-8.182619618,0.007560572,0.004050856
11,83,0,99,0.020943951,0.001745329,1.752524343,-7.667671004,-3.76531899,-4.623957926,-1.089214439,5.87e-05,0.001482698,0,0,0,0.001187805,5.87e-05,0.001482698,0,25.25815122,0.008444215,0.004274508
12,84,0,99,0.02268928,0.001745329,1.556283409,-7.788995387,-3.885792491,-4.744737999,-1.209227047,6.1e-05,0.003407214,0,0,0,0.002752559,6.1e-05,0.003407214,0,55.83640034,0.009021664,0.004519656
13,85,0,99,0.02443461,0.001745329,1.7115943,-7.848582704,-3.940306506,-4.798997249,-1.263152609,6.46e-05,0.005242193,0,0,0,0.004237394,6.46e-05,0.005242193,0,81.18549984,0.00923081,0.004800154
14,86,0,99,0.026179939,0.001745329,1.40567487,-7.880775936,-3.969760188,-4.827436273,-1.292535939,6.82e-05,0.006644605,0,0,0,0.005279645,6.82e-05,0.006644605,0,97.38554423,0.009139246,0.005064429
15,87,0,99,0.027925268,0.001745329,1.518655722,-7.914766236,-4.062105455,-4.911061356,-1.38201116,7e-05,0.007207624,0,0,0,0.005540252,7e-05,0.007207624,0,102.9971593,0.008885751,0.005228693
16,88,0,99,0.029670597,0.001745329,1.839723088,-7.915413884,-4.382411349,-5.150427096,-1.660546186,6.87e-05,0.006678422,0,0,0,0.004874214,6.87e-05,0.006678422,0,97.26356374,0.008598203,0.005222616
