,Time_Iter,Outer_Iter,Inner_Iter,Cur_Time,Time_Step,Time(sec),rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],CD,CL,CSF,CMx,CMy,CMz,CFx,CFy,CFz,CEff,plunge(airfoil),pitch(airfoil)
0,72,0,99,0.001745329,0.001745329,2.275827227,-6.427429694,-2.985220893,-3.614712451,0.125456045,2.23e-05,-0.056028527,0,0,0,-0.045371627,2.23e-05,-0.056028527,0,-2509.921582,0.001626331,-0.000421255
1,73,0,99,0.003490659,0.001745329,2.176457362,-6.707773237,-3.22639636,-3.92823647,-0.142181026,6.47e-05,-0.047560618,0,0,0,-0.036715662,6.47e-05,-0.047560618,0,-734.6737105,0.005121681,-0.001178109
2,74,0,99,0.005235988,0.001745329,2.42998712,-7.071618646,-3.465339451,-4.245635919,-0.446728649,7.97e-05,-0.043917544,0,0,0,-0.033581807,7.97e-05,-0.043917544,0,-550.9470428,0.009380153,-0.001626954
3,75,0,99,0.006981317,0.001745329,2.306208473,-6.921831042,-3.100239338,-3.91792159,-0.14836162,5.02e-05,-0.035297446,0,0,0,-0.026075764,5.02e-05,-0.035297446,0,-703.2214697,0.012940541,-0.001063885
4,76,0,99,0.008726646,0.001745329,2.326534454,-6.653263083,-2.7633874,-3.588999218,0.175825641,1.73e-05,-0.020443509,0,0,0,-0.013629501,1.73e-05,-0.020443509,0,-1180.924537,0.014804571,0.000845413
5,77,0,99,0.010471976,0.001745329,2.283814921,-6.486777981,-2.557237951,-3.385961218,0.376268369,4.45e-05,-0.000384678,0,0,0,0.002474612,4.45e-05,-0.000384678,0,-8.642948556,0.014771973,0.003900546
6,78,0,99,0.012217305,0.001745329,2.441104005,-6.401948889,-2.45103217,-3.280397829,0.479781637,0.000157684,0.021756613,0,0,0,0.019514174,0.000157684,0.021756613,0,137.9758179,0.013324392,0.00746611
7,79,0,99,0.013962634,0.001745329,2.396661081,-6.393285308,-2.430153468,-3.259031241,0.499140105,0.000302803,0.041829585,0,0,0,0.034259942,0.000302803,0.041829585,0,138.1412006,0.01125462,0.010729487
8,80,0,99,0.015707963,0.001745329,2.192699292,-6.464991901,-2.499786948,-3.326186983,0.429159656,0.00038664,0.056045868,0,0,0,0.044013324,0.00038664,0.056045868,0,144.9562786,0.009271365,0.012979149
9,81,0,99,0.017453293,0.001745329,2.474970328,-6.630856742,-2.698313944,-3.513796763,0.234147924,0.000357892,0.061993766,0,0,0,0.04725284,0.000357892,0.061993766,0,173.2193346,0.007748424,0.013795876
