,Time_Iter,Outer_Iter,Inner_Iter,Cur_Time,Time_Step,Time(sec),rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],CD,CL,CSF,CMx,CMy,CMz,CFx,CFy,CFz,CEff,plunge(airfoil),pitch(airfoil)
0,72,0,99,0.001745329,0.001745329,1.312763995,-6.725460342,-3.218891497,-3.76090292,-0.202971435,3.37e-05,-0.050394038,0,0,0,-0.041523145,3.37e-05,-0.050394038,0,-1496.368082,0.000990205,-0.000229091
1,73,0,99,0.003490659,0.001745329,1.079092327,-7.090364442,-3.406265507,-4.144353567,-0.467688951,3.65e-05,-0.039409993,0,0,0,-0.030027618,3.65e-05,-0.039409993,0,-1079.46357,0.003192057,-0.000684436
2,74,0,99,0.005235988,0.001745329,1.145898157,-7.465044733,-3.510399027,-4.320530319,-0.640217261,4.71e-05,-0.036199119,0,0,0,-0.027520281,4.71e-05,-0.036199119,0,-768.2571099,0.005904805,-0.000969824
3,75,0,99,0.006981317,0.001745329,1.215674839,-7.217407261,-3.242030372,-4.050366236,-0.372874887,3.91e-05,-0.029995163,0,0,0,-0.02229973,3.91e-05,-0.029995163,0,-766.6530318,0.008176497,-0.000623298
4,76,0,99,0.008726646,0.001745329,1.202025553,-6.9719452,-2.985344618,-3.798358867,-0.117057553,2.47e-05,-0.020106209,0,0,0,-0.014053683,2.47e-05,-0.020106209,0,-813.238863,0.009401374,0.000572634
5,77,0,99,0.010471976,0.001745329,1.382261103,-6.815631711,-2.812325689,-3.626964047,0.054397809,2.84e-05,-0.007380698,0,0,0,-0.003856116,2.84e-05,-0.007380698,0,-259.8875789,0.009553834,0.002476177
6,78,0,99,0.012217305,0.001745329,1.32620597,-6.736765657,-2.721834291,-3.535572126,0.143811283,6.11e-05,0.006074632,0,0,0,0.006430213,6.11e-05,0.006074632,0,99.42128317,0.00907401,0.004667934
7,79,0,99,0.013962634,0.001745329,1.335222507,-6.733749398,-2.711722169,-3.523541972,0.153193604,0.000103545,0.017820276,0,0,0,0.014953345,0.000103545,0.017820276,0,172.1014574,0.008559282,0.00664409
8,80,0,99,0.015707963,0.001745329,0.979448009,-6.811074001,-2.787028546,-3.595813932,0.077482237,0.000127443,0.026042675,0,0,0,0.020528379,0.000127443,0.026042675,0,204.346944,0.008447245,0.00801359
9,81,0,99,0.017453293,0.001745329,1.107088575,-6.98470433,-2.97187188,-3.773766717,-0.107101562,0.000123412,0.030029569,0,0,0,0.022864563,0.000123412,0.030029569,0,243.3270211,0.008832992,0.00861519
10,82,0,99,0.019198622,0.001745329,1.371469174,-7.297592155,-3.380042857,-4.146626789,-0.506897509,0.000103218,0.030118566,0,0,0,0.022411302,0.000103218,0.030118566,0,291.7958309,0.009476696,0.008520868
11,83,0,99,0.020943951,0.001745329,1.258731029,-7.429146178,-3.732544613,-4.484781984,-0.815040591,8.31e-05,0.027282003,0,0,0,0.019981323,8.31e-05,0.027282003,0,328.2819083,0.009964231,0.007946723
12,84,0,99,0.02268928,0.001745329,1.17607624,-7.199442163,-3.233322772,-4.052019614,-0.363367518,7.07e-05,0.022588228,0,0,0,0.016341821,7.07e-05,0.022588228,0,319.4522101,0.009923009,0.007128143
13,85,0,99,0.02443461,0.001745329,1.136320702,-7.083682432,-3.083407761,-3.900936136,-0.21681129,6.49e-05,0.016785613,0,0,0,0.011948177,6.49e-05,0.016785613,0,258.7816984,0.009188139,0.006220569
14,86,0,99,0.026179939,0.001745329,1.467458967,-7.029263013,-3.01996547,-3.836035641,-0.154220299,6.21e-05,0.010165561,0,0,0,0.006909529,6.21e-05,0.010165561,0,163.7889535,0.007854364,0.005263945
15,87,0,99,0.027925268,0.001745329,1.453395529,-6.992355563,-2.980505156,-3.795661872,-0.115018232,6.13e-05,0.002706075,0,0,0,0.001153089,6.13e-05,0.002706075,0,44.10947564,0.006210591,0.004213382
16,88,0,99,0.029670597,0.001745329,1.479554458,-6.954736129,-2.941838768,-3.756195725,-0.076482792,6.5e-05,-0.005631451,0,0,0,-0.005331594,6.5e-05,-0.005631451,0,-86.57400529,0.0046054,0.003008431
17,89,0,99,0.031415927,0.001745329,1.448006585,-6.919254597,-2.904656795,-3.717925841,-0.03951507,7.64e-05,-0.014626938,0,0,0,-0.012303057,7.64e-05,-0.014626938,0,-191.4299259,0.003313036,0.001641045
18,90,0,99,0.033161256,0.001745329,1.567896531,-6.899616125,-2.882422612,-3.694224238,-0.017606165,9.56e-05,-0.023682525,0,0,0,-0.019219927,9.56e-05,-0.023682525,0,-247.7616186,0.00245628,0.000189888
19,91,0,99,0.034906585,0.001745329,1.36012043,-6.911205224,-2.89146439,-3.701332761,-0.027006452,0.000117118,-0.031901739,0,0,0,-0.025343718,0.000117118,-0.031901739,0,-272.3906738,0.002007333,-0.001190764
20,92,0,99,0.036651914,0.001745329,1.488813455,-6.969661401,-2.949229025,-3.756370001,-0.085047016,0.000131776,-0.038313767,0,0,0,-0.029933248,0.000131776,-0.038313767,0,-290.7487172,0.001850013,-0.002317151
21,93,0,99,0.038397244,0.001745329,1.443071365,-7.09663093,-3.083172697,-3.885227728,-0.218906212,0.000132156,-0.042133791,0,0,0,-0.032440393,0.000132156,-0.042133791,0,-318.8177754,0.001863061,-0.003033058
22,94,0,99,0.040142573,0.001745329,1.469048594,-7.329388566,-3.371759494,-4.154431302,-0.503868775,0.000117529,-0.042951192,0,0,0,-0.032630088,0.000117529,-0.042951192,0,-365.4527517,0.001983019,-0.003252817
23,95,0,99,0.041887902,0.001745329,1.45654928,-7.533388009,-4.150327549,-4.676959462,-1.097453569,9.39e-05,-0.040784957,0,0,0,-0.030591835,9.39e-05,-0.040784957,0,-434.2318477,0.002222269,-0.002975489
24,96,0,99,0.043633231,0.001745329,1.543865283,-7.260497983,-3.328385283,-4.139614801,-0.454132202,6.99e-05,-0.036010056,0,0,0,-0.026659796,6.99e-05,-0.036010056,0,-514.9915849,0.002642556,-0.002270051
25,97,0,99,0.045378561,0.001745329,1.427726849,-7.067801208,-3.079494068,-3.894017027,-0.211406474,5.21e-05,-0.029209529,0,0,0,-0.021291818,5.21e-05,-0.029209529,0,-560.9950756,0.003304326,-0.001243372
26,98,0,99,0.04712389,0.001745329,1.530428615,-6.962456725,-2.957978157,-3.772007642,-0.091450557,4.3e-05,-0.021024905,0,0,0,-0.014962938,4.3e-05,-0.021024905,0,-488.5404031,0.004219536,-7.33e-06
27,99,0,99,0.048869219,0.001745329,1.403851805,-6.907591428,-2.895715625,-3.709173105,-0.029861842,4.25e-05,-0.0120603,0,0,0,-0.008108805,4.25e-05,-0.0120603,0,-283.7416704,0.005329478,0.001341884
28,100,0,99,0.050614548,0.001745329,1.504951791,-6.885416363,-2.869150501,-3.68218373,-0.003687979,4.89e-05,-0.002858214,0,0,0,-0.001123436,4.89e-05,-0.002858214,0,-58.4985849,0.006514577,0.002727651
29,101,0,99,0.052359878,0.001745329,1.325927083,-6.88793573,-2.868564967,-3.681252854,-0.003393098,6.01e-05,0.006072362,0,0,0,0.005610729,6.01e-05,0.006072362,0,101.0333867,0.007628103,0.004083829
30,102,0,99,0.054105207,0.001745329,1.495658347,-6.913838394,-2.892032446,-3.704239086,-0.027119976,7.37e-05,0.014215702,0,0,0,0.011693515,7.37e-05,0.014215702,0,192.956881,0.008536845,0.005341976
31,103,0,99,0.055850536,0.001745329,1.51744669,-6.967935431,-2.944339572,-3.755604847,-0.079673341,8.62e-05,0.021035327,0,0,0,0.016705189,8.62e-05,0.021035327,0,244.1629518,0.009151735,0.006423936
32,104,0,99,0.057595865,0.001745329,1.386055027,-7.062635131,-3.039064195,-3.84809722,-0.174573483,9.36e-05,0.026005091,0,0,0,0.020241041,9.36e-05,0.026005091,0,277.7416688,0.009438722,0.00724481
33,105,0,99,0.059341195,0.001745329,1.528505249,-7.222708992,-3.209165444,-4.011864063,-0.344354831,9.31e-05,0.028678747,0,0,0,0.021971803,9.31e-05,0.028678747,0,308.1359317,0.009410195,0.007725475
34,106,0,99,0.061086524,0.001745329,1.660017605,-7.498114324,-3.58007956,-4.34529679,-0.705707309,8.4e-05,0.028772284,0,0,0,0.021707203,8.4e-05,0.028772284,0,342.6203963,0.009105206,0.007809293
35,107,0,99,0.062831853,0.001745329,1.462922461,-7.532645853,-3.849250276,-4.589688641,-0.923528941,6.91e-05,0.026227847,0,0,0,0.019439059,6.91e-05,0.026227847,0,379.6078918,0.008569555,0.007476167
36,108,0,99,0.064577182,0.001745329,1.40624804,-7.235028011,-3.284326467,-4.101752274,-0.412236925,5.35e-05,0.021237043,0,0,0,0.015350135,5.35e-05,0.021237043,0,396.6950709,0.00784423,0.006748759
37,109,0,99,0.066322512,0.001745329,1.475906396,-7.05466008,-3.063673088,-3.881471489,-0.196013593,4.28e-05,0.014217294,0,0,0,0.009787558,4.28e-05,0.014217294,0,332.5106112,0.006964965,0.005689277
38,110,0,99,0.068067841,0.001745329,1.529897865,-6.950978833,-2.945215284,-3.761281036,-0.079027274,4.05e-05,0.005752229,0,0,0,0.003212461,4.05e-05,0.005752229,0,142.0559458,0.005969835,0.004388891
39,111,0,99,0.06981317,0.001745329,1.467059663,-6.896230087,-2.88266206,-3.69685007,-0.017223499,4.77e-05,-0.003483847,0,0,0,-0.003857921,4.77e-05,-0.003483847,0,-73.09926164,0.00490851,0.002953953
40,112,0,99,0.071558499,0.001745329,1.489963848,-6.877957478,-2.859461841,-3.671843189,0.005510006,6.25e-05,-0.01279733,0,0,0,-0.010901434,6.25e-05,-0.01279733,0,-204.8666636,0.003846982,0.001493307
41,113,0,99,0.073303829,0.001745329,1.373514783,-6.890959413,-2.868986563,-3.67961481,-0.004338768,8.13e-05,-0.021529973,0,0,0,-0.017428088,8.13e-05,-0.021529973,0,-264.7848205,0.002864549,0.00010933
