,Time_Iter,Outer_Iter,Inner_Iter,Cur_Time,Time_Step,Time(sec),rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],CD,CL,CSF,CMx,CMy,CMz,CFx,CFy,CFz,CEff,plunge(airfoil),pitch(airfoil)
0,72,0,99,0.001745329,0.001745329,0.421137123,-6.436029169,-3.68430841,-4.263160902,-1.31858583,0.000200255,-0.070279785,0,0,0,-0.072389768,0.000200255,-0.070279785,0,-350.9508907,-2.62e-05,4.17e-05
1,73,0,99,0.003490659,0.001745329,0.436193855,-6.933917501,-4.071484944,-4.601489486,-1.671992895,0.00010685,-0.030991184,0,0,0,-0.027206154,0.00010685,-0.030991184,0,-290.0450346,-8.33e-06,8.89e-05
2,74,0,99,0.005235988,0.001745329,0.414672554,-7.101148439,-4.355569373,-5.128276874,-2.126034742,0.000112031,-0.02921269,0,0,0,-0.023563707,0.000112031,-0.02921269,0,-260.7556286,0.000107558,0.000109005
3,75,0,99,0.006981317,0.001745329,0.484745747,-7.816455593,-4.769895969,-5.53466976,-2.517116475,0.000110796,-0.029162307,0,0,0,-0.022560163,0.000110796,-0.029162307,0,-263.2078881,0.000315958,0.000101447
4,76,0,99,0.008726646,0.001745329,0.447889261,-8.009490678,-4.566686398,-5.278240185,-2.301179303,9.42e-05,-0.028404477,0,0,0,-0.021421239,9.42e-05,-0.028404477,0,-301.3937905,0.000560491,9.32e-05
5,77,0,99,0.010471976,0.001745329,0.431815969,-7.989723956,-4.451963079,-5.163844515,-2.185201595,6.48e-05,-0.026690898,0,0,0,-0.019702263,6.48e-05,-0.026690898,0,-411.9143796,0.000772076,0.000118085
6,78,0,99,0.012217305,0.001745329,0.47787686,-8.012003969,-4.572943658,-5.286650065,-2.305486406,3.3e-05,-0.024404927,0,0,0,-0.017713855,3.3e-05,-0.024404927,0,-738.6477884,0.000908842,0.000194668
7,79,0,92,0.013962634,0.001745329,0.452408577,-8.009908368,-5.120080425,-5.701494732,-2.796394183,1.28e-05,-0.022255359,0,0,0,-0.016069377,1.28e-05,-0.022255359,0,-1740.690005,0.000975893,0.000316315
8,80,0,86,0.015707963,0.001745329,0.407504737,-8.020227985,-4.425035972,-5.086202512,-2.153018527,1.11e-05,-0.020785896,0,0,0,-0.015151678,1.11e-05,-0.020785896,0,-1874.166818,0.00101721,0.000455661
9,81,0,91,0.017453293,0.001745329,0.493600525,-8.010675386,-4.269683463,-4.959482243,-2.002556466,2.33e-05,-0.020147653,0,0,0,-0.014965559,2.33e-05,-0.020147653,0,-864.3784339,0.00108731,0.000580122
10,82,0,94,0.019198622,0.001745329,0.368566811,-8.009230176,-4.315385826,-5.015735452,-2.048663987,3.84e-05,-0.020110621,0,0,0,-0.01521998,3.84e-05,-0.020110621,0,-523.9653042,0.001219926,0.000668737
11,83,0,91,0.020943951,0.001745329,0.387468348,-8.012658538,-4.388524601,-5.082601139,-2.122576992,4.8e-05,-0.020263217,0,0,0,-0.015524258,4.8e-05,-0.020263217,0,-422.0963509,0.001410917,0.000721207
12,84,0,82,0.02268928,0.001745329,0.383634364,-8.002517068,-4.474110678,-5.132464591,-2.209392847,5.08e-05,-0.020261362,0,0,0,-0.015588883,5.08e-05,-0.020261362,0,-399.1093592,0.001623322,0.000754979
13,85,0,71,0.02443461,0.001745329,0.409008674,-8.012335226,-4.635801557,-5.245398736,-2.372427074,5e-05,-0.019971533,0,0,0,-0.015329288,5e-05,-0.019971533,0,-399.6462928,0.001809658,0.000793151
14,86,0,69,0.026179939,0.001745329,0.402186776,-8.001610358,-4.846251654,-5.432781548,-2.57162534,4.93e-05,-0.019459032,0,0,0,-0.014844749,4.93e-05,-0.019459032,0,-394.3899783,0.001937511,0.000850729
15,87,0,72,0.027925268,0.001745329,0.41948183,-8.018880538,-4.789394177,-5.393261734,-2.521334168,5.03e-05,-0.018888432,0,0,0,-0.014323742,5.03e-05,-0.018888432,0,-375.8240068,0.002004081,0.000926912
16,88,0,73,0.029670597,0.001745329,0.408320245,-8.015833831,-4.674379131,-5.287715016,-2.409114784,5.19e-05,-0.018425549,0,0,0,-0.013944531,5.19e-05,-0.018425549,0,-354.9617388,0.002033,0.00100694
17,89,0,74,0.031415927,0.001745329,0.452808864,-8.000032422,-4.648965386,-5.265176587,-2.379821431,5.3e-05,-0.018180134,0,0,0,-0.013809734,5.3e-05,-0.018180134,0,-343.2534388,0.002057276,0.001071371
18,90,0,76,0.033161256,0.001745329,0.417124187,-8.016669304,-4.726779965,-5.349366291,-2.452228937,5.29e-05,-0.018183457,0,0,0,-0.013922441,5.29e-05,-0.018183457,0,-343.6726577,0.002099413,0.001106834
19,91,0,75,0.034906585,0.001745329,0.436828958,-8.003696825,-4.834140889,-5.444442086,-2.549776852,5.2e-05,-0.018389669,0,0,0,-0.014200652,5.2e-05,-0.018389669,0,-353.3354685,0.002159946,0.001112198
20,92,0,73,0.036651914,0.001745329,0.451890237,-8.018361786,-5.028934782,-5.611622822,-2.719942209,5.08e-05,-0.018701169,0,0,0,-0.014523035,5.08e-05,-0.018701169,0,-368.282972,0.002219573,0.001097398
21,93,0,69,0.038397244,0.001745329,0.47670744,-8.018170771,-5.127096505,-5.670118287,-2.79011809,4.91e-05,-0.019015305,0,0,0,-0.014788836,4.91e-05,-0.019015305,0,-386.901916,0.002252004,0.001076484
22,94,0,66,0.040142573,0.001745329,0.444625222,-8.010198573,-4.86355967,-5.417403856,-2.572533976,4.7e-05,-0.019273467,0,0,0,-0.014964117,4.7e-05,-0.019273467,0,-410.3051441,0.002239126,0.001059431
