,Time_Iter,Outer_Iter,Inner_Iter,Cur_Time,Time_Step,Time(sec),rms[Rho],rms[RhoU],rms[RhoV],rms[RhoE],CD,CL,CSF,CMx,CMy,CMz,CFx,CFy,CFz,CEff,plunge(airfoil),pitch(airfoil)
0,72,0,99,0.001745329,0.001745329,1.29542537,-6.415898409,-3.712353671,-4.276553225,-1.297132729,0.000178875,-0.068295507,0,0,0,-0.070037135,0.000178875,-0.068295507,0,-381.8054171,-2.32e-05,3.92e-05
1,73,0,99,0.003490659,0.001745329,1.476189309,-6.86712867,-4.065957729,-4.58847048,-1.626393828,9.61e-05,-0.030674135,0,0,0,-0.026989572,9.61e-05,-0.030674135,0,-319.0766019,-3.77e-06,8.41e-05
2,74,0,99,0.005235988,0.001745329,1.373996336,-7.084583696,-4.290894689,-5.024467987,-2.047584207,0.000109402,-0.029190658,0,0,0,-0.023839159,0.000109402,-0.029190658,0,-266.8206241,0.000107739,0.000104826
3,75,0,99,0.006981317,0.001745329,1.505689041,-7.761330243,-4.694381984,-5.452841956,-2.439581783,0.000117549,-0.029487865,0,0,0,-0.023197472,0.000117549,-0.029487865,0,-250.8562064,0.000306339,0.000100899
4,76,0,96,0.008726646,0.001745329,1.242152532,-8.009880603,-4.780347814,-5.464541724,-2.509138348,0.000110911,-0.029146496,0,0,0,-0.022348623,0.000110911,-0.029146496,0,-262.7916591,0.000541034,9.68e-05
5,77,0,97,0.010471976,0.001745329,1.219248417,-8.024559173,-4.537362908,-5.21091044,-2.2659089,8.87e-05,-0.027816074,0,0,0,-0.020806553,8.87e-05,-0.027816074,0,-313.6463308,0.000749397,0.000123067
6,78,0,99,0.012217305,0.001745329,1.201422801,-8.013004759,-4.563003613,-5.240372746,-2.292089967,5.7e-05,-0.025715666,0,0,0,-0.018799178,5.7e-05,-0.025715666,0,-451.0607247,0.000893029,0.000196617
7,79,0,97,0.013962634,0.001745329,1.248388029,-8.00722182,-4.773306047,-5.443508576,-2.49836218,2.84e-05,-0.023456437,0,0,0,-0.016923584,2.84e-05,-0.023456437,0,-826.2590197,0.000974805,0.000312019
8,80,0,90,0.015707963,0.001745329,1.557197876,-8.002033809,-5.058195006,-5.619180652,-2.727698621,1.47e-05,-0.021633127,0,0,0,-0.015649432,1.47e-05,-0.021633127,0,-1468.463264,0.00103181,0.000445439
9,81,0,87,0.017453293,0.001745329,1.112822158,-8.017504279,-4.378988016,-5.016924311,-2.103123111,1.9e-05,-0.020576632,0,0,0,-0.015130223,1.9e-05,-0.020576632,0,-1084.070154,0.001111029,0.000568047
